72,10,1
71,11.25,1
72,11.458,1
74,11.667,1
72,11.875,1
71,12.083,1
69,12.292,1
72,12.5,1
72,12.917,1
69,13.125,1
72,13.333,1
71,14.583,1
72,14.792,1
69,15,1
67,15.208,1
64,15.417,1
65,15.625,1
67,15.833,1
65,17.708,1
64,17.917,1
62,18.125,1
64,18.333,1
65,18.542,1
67,18.75,1
69,18.958,1
67,19.167,1
69,21.042,1
71,21.25,1
69,21.458,1
67,21.667,1
65,21.875,1
64,22.083,1
62,22.292,1
64,22.5,1
62,22.708,1
60,22.917,1
60,23.75,1
62,23.958,1
64,24.167,1
65,24.583,1
62,25,1
67,25.833,1
74,30,1
72,31.458,1
71,31.667,1
69,31.875,1
71,32.083,1
72,32.292,1
74,32.5,1
72,32.708,1
71,32.917,1
72,33.542,1
71,33.75,1
69,33.958,1
72,34.167,1
71,34.375,1
69,34.583,1
65,34.792,1
65,35.417,1
65,35.625,1
65,35.833,1
69,36.25,1
72,36.667,1
69,36.875,1
71,37.083,1
67,37.292,1
65,37.5,1
65,37.917,1
65,38.125,1
65,38.333,1
69,38.75,1
71,39.167,1
67,39.375,1
69,39.583,1
65,39.792,1
62,40,1
62,40.417,1
60,40.625,1
62,40.833,1
62,42.083,1
62,42.292,1
62,42.5,1
65,42.917,1
69,43.333,1
65,43.542,1
67,43.75,1
64,43.958,1
62,44.167,1
62,44.583,1
60,44.792,1
62,45,1
62,46.25,1
60,46.458,1
62,46.667,1
64,47.083,1
65,47.292,1
67,47.5,1
65,49.375,1
64,49.583,1
62,49.792,1
60,50,1
72,55,1
71,56.25,1
72,56.458,1
74,56.667,1
72,56.875,1
71,57.083,1
69,57.292,1
72,57.5,1
72,57.917,1
69,58.125,1
72,58.333,1
71,59.583,1
72,59.792,1
69,60,1
67,60.208,1
64,60.417,1
65,60.625,1
67,60.833,1
65,62.708,1
64,62.917,1
62,63.125,1
64,63.333,1
65,63.542,1
67,63.75,1
69,63.958,1
67,64.167,1
69,66.042,1
71,66.25,1
69,66.458,1
67,66.667,1
65,66.875,1
64,67.083,1
62,67.292,1
64,67.5,1
62,67.708,1
60,67.917,1
60,68.75,1
62,68.958,1
64,69.167,1
65,69.583,1
62,70,1
67,70.833,1
74,75,1
72,76.458,1
71,76.667,1
69,76.875,1
71,77.083,1
72,77.292,1
74,77.5,1
72,77.708,1
71,77.917,1
72,78.542,1
71,78.75,1
69,78.958,1
72,79.167,1
71,79.375,1
69,79.583,1
65,79.792,1
65,80.417,1
65,80.625,1
65,80.833,1
69,81.25,1
72,81.667,1
69,81.875,1
71,82.083,1
67,82.292,1
65,82.5,1
65,82.917,1
65,83.125,1
65,83.333,1
69,83.75,1
71,84.167,1
67,84.375,1
69,84.583,1
65,84.792,1
62,85,1
62,85.417,1
60,85.625,1
62,85.833,1
62,87.083,1
62,87.292,1
62,87.5,1
65,87.917,1
69,88.333,1
65,88.542,1
67,88.75,1
64,88.958,1
62,89.167,1
62,89.583,1
60,89.792,1
62,90,1
62,91.25,1
60,91.458,1
62,91.667,1
64,92.083,1
65,92.292,1
67,92.5,1
65,94.375,1
64,94.583,1
62,94.792,1
60,95,1
70,100,1
69,101.04,1
67,101.25,1
65,101.46,1
70,101.67,1
72,101.87,1
69,102.08,1
67,102.29,1
70,102.5,1
69,102.92,1
67,103.12,1
70,103.33,1
69,104.17,1
70,104.37,1
69,104.58,1
67,104.79,1
65,106.04,1
64,106.25,1
62,106.46,1
64,106.67,1
70,108.75,1
72,109.17,1
73,109.58,1
73,110.42,1
73,111.25,1
73,111.67,1
73,112.08,1
73,112.5,1
73,112.78,1
73,113.05,1
73,113.33,1
72,113.75,1
70,113.96,1
73,114.17,1
72,114.58,1
70,114.79,1
73,115,1
72,115.21,1
70,115.42,1
68,115.62,1
67,115.83,1
65,116.04,1
64,116.25,1
62,120,1
64,121.25,1
62,121.67,1
64,121.87,1
65,122.08,1
67,123.33,1
68,123.75,1
65,124.17,1
67,124.44,1
64,124.72,1
62,125,1
64,125.21,1
62,125.42,1
60,125.62,1
58,126.25,1
60,127.71,1
58,127.92,1
60,128.12,1
62,128.33,1
64,128.54,1
62,128.75,1
60,128.96,1
62,129.17,1
60,129.37,1
58,129.58,1
56,129.79,1
58,130,1
56,130.21,1
55,130.42,1
53,131.25,1
55,133.54,1
53,133.75,1
51,133.96,1
53,135.83,1
51,136.04,1
53,136.25,1
49,136.46,1
49,138.54,1
