55,0,1,1
62,1,2,1
71,2,3,1
69,3,4,1
71,4,5,1
62,5,6,1
71,6,7,1
62,7,8,1
55,8,9,1
62,9,10,1
71,10,11,1
69,11,12,1
71,12,13,1
62,13,14,1
71,14,15,1
62,15,16,1
55,16,17,1
64,17,18,1
72,18,19,1
71,19,20,1
72,20,21,1
64,21,22,1
72,22,23,1
64,23,24,1
55,24,25,1
64,25,26,1
72,26,27,1
71,27,28,1
72,28,29,1
64,29,30,1
72,30,31,1
64,31,32,1
55,32,33,1
66,33,34,1
72,34,35,1
71,35,36,1
72,36,37,1
66,37,38,1
72,38,39,1
66,39,40,1
55,40,41,1
66,41,42,1
72,42,43,1
71,43,44,1
72,44,45,1
66,45,46,1
72,46,47,1
66,47,48,1
55,48,49,1
67,49,50,1
71,50,51,1
69,51,52,1
71,52,53,1
67,53,54,1
71,54,55,1
67,55,56,1
55,56,57,1
67,57,58,1
71,58,59,1
69,59,60,1
71,60,61,1
67,61,62,1
71,62,63,1
66,63,64,1
55,64,65,1
64,65,66,1
71,66,67,1
69,67,68,1
71,68,69,1
67,69,70,1
66,70,71,1
67,71,72,1
64,72,73,1
67,73,74,1
66,74,75,1
67,75,76,1
59,76,77,1
62,77,78,1
61,78,79,1
59,79,80,1
61,80,81,1
67,81,82,1
69,82,83,1
67,83,84,1
69,84,85,1
67,85,86,1
69,86,87,1
67,87,88,1
61,88,89,1
67,89,90,1
69,90,91,1
67,91,92,1
69,92,93,1
67,93,94,1
69,94,95,1
67,95,96,1
66,96,97,1
69,97,98,1
74,98,99,1
73,99,100,1
74,100,101,1
69,101,102,1
67,102,103,1
69,103,104,1
66,104,105,1
69,105,106,1
67,106,107,1
69,107,108,1
62,108,109,1
66,109,110,1
64,110,111,1
62,111,112,1
52,112,113,1
59,113,114,1
67,114,115,1
66,115,116,1
67,116,117,1
59,117,118,1
67,118,119,1
59,119,120,1
52,120,121,1
59,121,122,1
67,122,123,1
66,123,124,1
67,124,125,1
59,125,126,1
67,126,127,1
59,127,128,1
52,128,129,1
61,129,130,1
62,130,131,1
64,131,132,1
62,132,133,1
61,133,134,1
59,134,135,1
57,135,136,1
67,136,137,1
66,137,138,1
64,138,139,1
74,139,140,1
73,140,141,1
71,141,142,1
69,142,143,1
67,143,144,1
66,144,145,1
64,145,146,1
62,146,147,1
74,147,148,1
69,148,149,1
74,149,150,1
66,150,151,1
69,151,152,1
62,152,153,1
64,153,154,1
66,154,155,1
69,155,156,1
67,156,157,1
66,157,158,1
64,158,159,1
62,159,160,1
68,160,161,1
62,161,162,1
65,162,163,1
64,163,164,1
65,164,165,1
62,165,166,1
68,166,167,1
62,167,168,1
71,168,169,1
62,169,170,1
65,170,171,1
64,171,172,1
65,172,173,1
62,173,174,1
68,174,175,1
62,175,176,1
60,176,177,1
64,177,178,1
69,178,179,1
71,179,180,1
72,180,181,1
69,181,182,1
64,182,183,1
62,183,184,1
60,184,185,1
64,185,186,1
69,186,187,1
71,187,188,1
72,188,189,1
69,189,190,1
66,190,191,1
64,191,192,1
63,192,193,1
66,193,194,1
63,194,195,1
66,195,196,1
69,196,197,1
66,197,198,1
69,198,199,1
66,199,200,1
63,200,201,1
66,201,202,1
63,202,203,1
66,203,204,1
69,204,205,1
66,205,206,1
69,206,207,1
66,207,208,1
67,208,209,1
66,209,210,1
64,210,211,1
67,211,212,1
66,212,213,1
67,213,214,1
69,214,215,1
66,215,216,1
67,216,217,1
66,217,218,1
64,218,219,1
62,219,220,1
60,220,221,1
59,221,222,1
57,222,223,1
55,223,224,1
54,224,225,1
60,225,226,1
62,226,227,1
60,227,228,1
62,228,229,1
60,229,230,1
62,230,231,1
60,231,232,1
54,232,233,1
60,233,234,1
62,234,235,1
60,235,236,1
62,236,237,1
60,237,238,1
62,238,239,1
60,239,240,1
55,240,241,1
59,241,242,1
65,242,243,1
64,243,244,1
65,244,245,1
59,245,246,1
65,246,247,1
59,247,248,1
55,248,249,1
59,249,250,1
65,250,251,1
64,251,252,1
65,252,253,1
59,253,254,1
65,254,255,1
59,255,256,1
55,256,257,1
60,257,258,1
64,258,259,1
62,259,260,1
64,260,261,1
60,261,262,1
64,262,263,1
60,263,264,1
55,264,265,1
60,265,266,1
64,266,267,1
62,267,268,1
64,268,269,1
60,269,270,1
64,270,271,1
60,271,272,1
55,272,273,1
66,273,274,1
72,274,275,1
71,275,276,1
72,276,277,1
66,277,278,1
72,278,279,1
66,279,280,1
55,280,281,1
66,281,282,1
72,282,283,1
71,283,284,1
72,284,285,1
66,285,286,1
72,286,287,1
66,287,288,1
55,288,289,1
62,289,290,1
71,290,291,1
69,291,292,1
71,292,293,1
67,293,294,1
66,294,295,1
64,295,296,1
62,296,297,1
60,297,298,1
59,298,299,1
57,299,300,1
55,300,301,1
54,301,302,1
52,302,303,1
50,303,304,1
49,304,305,1
57,305,306,1
64,306,307,1
66,307,308,1
67,308,309,1
64,309,310,1
66,310,311,1
67,311,312,1
49,312,313,1
57,313,314,1
64,314,315,1
66,315,316,1
67,316,317,1
64,317,318,1
66,318,319,1
67,319,320,1
48,320,321,1
57,321,322,1
62,322,323,1
64,323,324,1
66,324,325,1
62,325,326,1
64,326,327,1
66,327,328,1
