0,1,1,36
0,1,2,36
0,1,3,36
0,1,4,36
0,1,5,36
0,1,6,36
0,2,1,72
1,2,1,72
0,2,2,61
2,2,2,61
0,2,3,52
3,2,3,52
0,2,4,72
1,2,4,72
0,2,5,61
2,2,5,61
0,2,6,52
3,2,6,52
0,2,7,72
1,2,7,72
0,2,8,61
2,2,8,61
0,2,9,52
3,2,9,52
0,2,10,72
1,2,10,72
0,2,11,61
2,2,11,61
0,2,12,52
3,2,12,52
0,3,1,108
1,3,1,108
2,3,1,108
0,3,2,86
1,3,2,86
3,3,2,86
0,3,3,88
1,3,3,88
4,3,3,88
0,3,4,88
1,3,4,88
5,3,4,88
0,3,5,97
2,3,5,97
1,3,5,97
0,3,6,97
2,3,6,97
3,3,6,97
0,3,7,81
2,3,7,81
4,3,7,81
0,3,8,81
2,3,8,81
5,3,8,81
0,3,9,76
3,3,9,76
1,3,9,76
0,3,10,88
3,3,10,88
2,3,10,88
0,3,11,108
1,3,11,108
2,3,11,108
0,3,12,86
1,3,12,86
3,3,12,86
0,3,13,88
1,3,13,88
4,3,13,88
0,3,14,88
1,3,14,88
5,3,14,88
0,3,15,97
2,3,15,97
1,3,15,97
0,3,16,97
2,3,16,97
3,3,16,97
0,3,17,81
2,3,17,81
4,3,17,81
0,3,18,81
2,3,18,81
5,3,18,81
0,3,19,76
3,3,19,76
1,3,19,76
0,3,20,88
3,3,20,88
2,3,20,88
0,4,1,144
1,4,1,144
2,4,1,144
3,4,1,144
0,4,2,111
1,4,2,111
2,4,2,111
4,4,2,111
0,4,3,112
1,4,3,112
2,4,3,112
5,4,3,112
0,4,4,122
1,4,4,122
3,4,4,122
2,4,4,122
0,4,5,122
1,4,5,122
3,4,5,122
4,4,5,122
0,4,6,109
1,4,6,109
3,4,6,109
5,4,6,109
0,4,7,112
1,4,7,112
4,4,7,112
2,4,7,112
0,4,8,124
1,4,8,124
4,4,8,124
3,4,8,124
0,4,9,124
1,4,9,124
4,4,9,124
5,4,9,124
0,4,10,117
1,4,10,117
5,4,10,117
2,4,10,117
0,4,11,117
1,4,11,117
5,4,11,117
3,4,11,117
0,4,12,124
1,4,12,124
5,4,12,124
4,4,12,124
0,4,13,113
2,4,13,113
1,4,13,113
3,4,13,113
0,4,14,113
2,4,14,113
1,4,14,113
4,4,14,113
0,4,15,106
2,4,15,106
1,4,15,106
5,4,15,106
0,4,16,106
2,4,16,106
3,4,16,106
1,4,16,106
0,4,17,133
2,4,17,133
3,4,17,133
4,4,17,133
0,4,18,102
2,4,18,102
3,4,18,102
5,4,18,102
0,4,19,98
2,4,19,98
4,4,19,98
1,4,19,98
0,4,20,117
2,4,20,117
4,4,20,117
3,4,20,117
0,4,21,117
2,4,21,117
4,4,21,117
5,4,21,117
0,4,22,106
2,4,22,106
5,4,22,106
1,4,22,106
0,4,23,106
2,4,23,106
5,4,23,106
3,4,23,106
0,4,24,117
2,4,24,117
5,4,24,117
4,4,24,117
0,4,25,112
3,4,25,112
1,4,25,112
2,4,25,112
0,4,26,97
3,4,26,97
1,4,26,97
4,4,26,97
0,4,27,101
3,4,27,101
1,4,27,101
5,4,27,101
0,4,28,124
3,4,28,124
2,4,28,124
1,4,28,124
