10.6,1,1
16.06,0,1
21.36,3,1
21.37,2,1
23.93,1,1
24.95,0,1
29.09,3,1
0.06,1,2
6.28,1,2
7.13,2,2
8.8,3,2
13.79,0,2
14.18,2,2
14.94,1,2
19.63,3,2
20.9,2,2
21.04,0,2
21.52,1,2
25.65,3,2
27.45,2,2
27.95,1,2
28.29,0,2
0.96,0,3
1.38,1,3
5.27,2,3
8.73,1,3
10.21,0,3
12.92,3,3
16,1,3
18.67,2,3
20.25,3,3
24.21,1,3
24.72,0,3
25.63,2,3
29.27,3,3
1.21,0,4
1.21,3,4
4.22,1,4
7.49,0,4
8.27,3,4
13.26,1,4
13.93,2,4
14.73,3,4
15.74,0,4
20.27,1,4
21.54,2,4
21.96,0,4
23.72,3,4
29.1,2,4
29.8,3,4
3.26,3,5
4.4,0,5
4.41,1,5
7.45,2,5
11.92,3,5
12.7,0,5
13.24,1,5
18.95,2,5
20.96,3,5
21.13,1,5
24.08,0,5
27.17,1,5
27.48,3,5
28.86,2,5
1.43,0,6
2.23,3,6
2.24,1,6
5.4,2,6
9.78,1,6
10.16,0,6
10.53,3,6
12.07,2,6
16.97,3,6
17.12,0,6
20.54,2,6
23.3,3,6
23.92,1,6
26.45,0,6
26.65,2,6
0.03,0,7
0.08,3,7
1.21,1,7
4.67,2,7
7.75,1,7
8.53,0,7
12.3,3,7
13.8,1,7
14.79,0,7
17.04,2,7
19.97,1,7
22.97,3,7
24.81,2,7
26.35,0,7
28.36,1,7
0.1,2,8
0.16,0,8
0.38,3,8
0.54,1,8
6.26,2,8
6.83,3,8
7.25,0,8
8.93,1,8
12.34,2,8
14.05,3,8
15.23,1,8
15.53,0,8
18.47,2,8
20.54,3,8
21.58,0,8
22.87,1,8
26.22,2,8
27.83,3,8
0.3,3,9
1.04,0,9
2.1,2,9
4.96,1,9
7.05,3,9
8.64,2,9
9.35,0,9
13.2,1,9
15.67,0,9
16.61,2,9
17.16,3,9
19.4,1,9
23.63,3,9
23.72,2,9
24.44,0,9
25.41,1,9
29.8,2,9
0.01,0,10
0.21,3,10
0.57,2,10
0.59,1,10
7.13,3,10
7.17,0,10
8.59,2,10
9.69,1,10
13.44,3,10
13.69,0,10
16.15,2,10
16.5,1,10
19.82,3,10
22.54,1,10
22.73,0,10
23.92,2,10
