3.13,3,1
4.38,2,1
6.23,0,1
6.48,1,1
13.84,1,1
14.91,2,1
16.97,0,1
18.15,3,1
21.13,1,1
24.78,2,1
29.98,1,1
35.15,1,2
37.25,0,2
38.18,2,2
39.98,3,2
43.81,0,2
45.73,2,2
47.69,3,2
49.24,1,2
52.42,0,2
54.31,2,2
57.84,3,2
58.75,0,2
59.61,1,2
70.13,2,3
70.31,1,3
71.22,0,3
74.69,3,3
76.79,2,3
77.35,1,3
78.94,0,3
83.11,3,3
84.36,1,3
85.16,0,3
85.18,2,3
92.48,1,3
93.3,2,3
93.48,0,3
95.72,3,3
105.03,3,4
105.1,0,4
106.29,1,4
108.94,2,4
112.28,0,4
112.39,1,4
113.66,3,4
117.95,2,4
119.29,1,4
119.86,0,4
121.15,3,4
124.65,2,4
125.79,1,4
125.98,0,4
127.33,3,4
132.6,0,4
132.93,1,4
140.34,3,5
140.37,1,5
140.57,2,5
140.81,0,5
146.51,1,5
147.86,3,5
149.89,2,5
152.85,0,5
153.77,1,5
154.84,3,5
156.73,2,5
161.04,1,5
162.77,2,5
162.78,0,5
162.8,3,5
168,1,5
168.91,2,5
169.78,3,5
175.47,1,6
176.12,2,6
176.45,3,6
179.07,0,6
181.73,1,6
182.65,3,6
185.86,2,6
186.12,0,6
188.1,1,6
190.5,3,6
192,2,6
193.9,0,6
199.05,2,6
199.39,3,6
199.71,1,6
200.68,0,6
210.28,3,7
210.68,2,7
210.92,0,7
211.68,1,7
216.36,3,7
217.03,0,7
217.96,1,7
219.76,2,7
222.9,3,7
224.34,0,7
224.86,1,7
227.73,2,7
229.65,3,7
231.76,0,7
232.32,1,7
234.61,2,7
235.74,3,7
238.06,0,7
238.8,1,7
245.33,1,8
245.61,2,8
246.21,3,8
247.12,0,8
251.35,1,8
252.52,3,8
253.5,2,8
254.53,0,8
258.22,1,8
259.3,3,8
261,0,8
262.68,2,8
264.75,1,8
265.66,3,8
267.49,0,8
271.57,1,8
271.67,3,8
272.36,2,8
273.63,0,8
280.22,1,9
281.18,0,9
281.51,3,9
282.3,2,9
287.02,1,9
287.72,0,9
288.75,2,9
289.2,3,9
293.59,1,9
294.61,0,9
294.81,2,9
297.9,3,9
301.9,2,9
302.12,1,9
302.4,0,9
304.46,3,9
308.05,2,9
309.06,1,9
309.79,0,9
315.06,2,10
315.62,3,10
316.1,1,10
316.44,0,10
321.6,2,10
321.7,3,10
323.16,1,10
324.91,0,10
327.63,2,10
327.75,3,10
329.89,1,10
332.01,0,10
333.71,2,10
333.89,3,10
336.39,1,10
338.38,0,10
339.96,2,10
340.77,3,10
343.33,1,10
344.58,0,10
