0.09,3,1
3.07,4,1
3.57,1,1
4.96,5,1
6.58,3,1
9.73,4,1
11.75,2,1
11.96,5,1
15.85,3,1
16.44,4,1
18.67,5,1
19.3,1,1
22.79,2,1
26.77,3,1
0.07,0,2
0.17,5,2
4.4,1,2
7.31,3,2
7.92,5,2
8.3,2,2
11.4,4,2
15.28,0,2
15.46,5,2
18.39,3,2
19.73,2,2
22.35,4,2
24.15,5,2
27.3,1,2
0.27,4,3
0.7,0,3
1.29,1,3
1.93,3,3
2.56,5,3
6.6,2,3
6.74,4,3
8.35,3,3
9.41,5,3
11,0,3
11.43,1,3
14.1,2,3
14.41,4,3
16.28,5,3
17.9,3,3
19.22,1,3
22.48,5,3
22.9,0,3
23.79,4,3
24.13,2,3
26.86,3,3
29.1,0,3
29.92,5,3
0.12,4,4
0.39,3,4
0.72,2,4
0.74,0,4
1.53,5,4
1.65,1,4
7.45,0,4
8.61,1,4
8.67,4,4
9.91,2,4
12.08,3,4
15.27,5,4
17.25,1,4
17.28,0,4
18.32,4,4
18.4,3,4
21.25,2,4
23.43,0,4
24.44,1,4
24.56,3,4
28.74,2,4
29.77,4,4
0.34,5,5
1.76,4,5
2.68,3,5
4.3,2,5
4.83,0,5
6.2,1,5
8.88,3,5
10.39,4,5
10.69,5,5
11.78,2,5
12.6,0,5
13.06,1,5
16.99,4,5
17.27,3,5
17.51,5,5
18.29,2,5
20.37,1,5
21.47,0,5
23.86,3,5
25.3,4,5
27.05,1,5
27.48,5,5
28.86,0,5
29.15,2,5
0.34,5,6
0.62,4,6
0.72,1,6
3.81,0,6
6.15,3,6
6.59,5,6
6.76,1,6
6.92,4,6
7.57,2,6
12.8,3,6
13.45,0,6
13.9,1,6
13.98,5,6
14.25,4,6
14.27,2,6
18.94,3,6
20.3,0,6
20.98,1,6
21.81,2,6
21.95,4,6
22.77,5,6
26.64,3,6
27.99,0,6
29.06,4,6
29.83,2,6
30,1,6
0.2,4,7
0.69,1,7
0.75,5,7
1.33,2,7
3.61,3,7
3.94,0,7
7.24,5,7
7.42,1,7
7.71,4,7
8.26,2,7
10.88,3,7
12.93,0,7
13.47,1,7
14.3,5,7
15.14,4,7
19.49,3,7
19.65,2,7
20.14,1,7
21.19,0,7
21.97,4,7
22.1,5,7
27.15,2,7
27.21,1,7
27.25,0,7
27.35,3,7
29.43,5,7
29.83,4,7
0.31,5,8
0.98,2,8
1.16,1,8
2.66,4,8
3.34,3,8
5.53,0,8
6.88,5,8
7.5,2,8
7.91,1,8
8.9,4,8
9.62,3,8
11.61,0,8
14.54,1,8
14.95,5,8
16.51,3,8
16.52,4,8
16.67,2,8
19.73,0,8
21.13,5,8
21.18,1,8
22.74,2,8
23.11,3,8
25.58,4,8
26.44,0,8
27.18,5,8
27.27,1,8
29.19,3,8
0.11,2,9
0.32,1,9
1.45,3,9
1.62,0,9
2.1,4,9
5.1,5,9
6.4,2,9
6.45,1,9
8.3,3,9
8.45,4,9
8.63,0,9
12.47,2,9
13.13,1,9
14.63,4,9
14.81,0,9
14.87,3,9
14.96,5,9
19.29,2,9
21.45,0,9
21.75,3,9
21.88,1,9
22.08,4,9
22.26,5,9
27,2,9
29.08,3,9
29.48,5,9
29.84,0,9
0.31,3,10
0.71,5,10
1.17,0,10
1.83,1,10
2.21,2,10
2.49,4,10
7.02,3,10
7.2,0,10
7.88,5,10
8.75,4,10
9.26,1,10
10.61,2,10
14.29,0,10
15.23,5,10
15.3,1,10
15.53,3,10
16.89,2,10
17.34,4,10
21.98,5,10
22.54,3,10
23.13,2,10
24.27,0,10
24.55,4,10
25.6,1,10
28.51,5,10
29.18,3,10
29.37,2,10
