8,5,0
4.48,7,1
5.99,4,1
6.78,3,1
10.37,2,1
10.52,6,1
16.69,6,1
28.27,4,2
28.76,2,2
31.41,0,2
33.84,3,2
33.97,7,2
34.05,1,2
34.8,5,2
41.27,5,2
43.32,3,2
43.73,6,2
52.01,0,3
52.3,6,3
58.83,4,3
59.61,2,3
60.68,5,3
64.03,1,3
67.44,5,3
77.29,6,4
77.85,5,4
79.27,2,4
81.36,7,4
83.49,3,4
84.26,6,4
85.22,2,4
87.47,7,4
88.54,4,4
93.75,4,4
100.4,5,5
104.37,3,5
104.53,6,5
107.17,0,5
111.58,4,5
114.75,3,5
116.59,6,5
117.38,7,5
125.84,5,6
126.49,4,6
126.99,2,6
129.35,1,6
129.41,3,6
130,7,6
131.08,6,6
131.85,4,6
132.11,2,6
136.01,3,6
136.33,6,6
136.46,7,6
137.36,1,6
141.9,7,6
143.09,1,6
143.79,2,6
143.91,3,6
150.34,2,7
151.03,0,7
152.32,6,7
152.81,7,7
155.02,3,7
159.09,2,7
162.87,7,7
163.65,0,7
164.77,5,7
165.58,4,7
169.85,6,7
169.9,7,7
176.32,4,8
176.54,2,8
176.62,6,8
177.7,5,8
178.09,1,8
183.16,5,8
183.86,2,8
183.97,4,8
184.29,6,8
184.42,1,8
184.72,3,8
185,0,8
185.59,7,8
188.4,5,8
190.51,0,8
190.76,1,8
191.16,3,8
191.7,4,8
193.54,5,8
194.08,7,8
200.43,5,9
201.87,0,9
203.96,1,9
206.66,6,9
207.66,0,9
207.72,2,9
208.3,7,9
210.17,4,9
211.19,1,9
212.38,5,9
213.56,3,9
214.19,7,9
214.97,0,9
216.62,4,9
216.72,1,9
219.22,2,9
219.86,6,9
225.09,0,10
225.15,1,10
225.36,3,10
225.8,4,10
226.14,6,10
226.18,7,10
229.12,2,10
229.39,5,10
231.44,6,10
232.42,3,10
233.65,7,10
233.69,4,10
234.77,2,10
238.43,6,10
238.58,0,10
239.41,1,10
240.37,4,10
242.27,5,10
242.6,3,10
243.29,7,10
243.4,2,10
243.96,0,10
