0,2,1
0.40271,1,1
3.4027,2,1
4.2018,0,1
7.2018,3,1
7.7144,0,1
10.714,0,1
11.13,1,1
14.13,0,1
14.868,2,1
17.868,3,1
18.255,2,1
21.255,1,1
21.546,0,1
24.546,0,1
24.944,3,1
27.944,0,1
28.449,1,1
31.449,3,1
32.274,1,1
35.274,3,1
36.047,1,1
39.047,0,1
39.436,1,1
42.436,1,1
43.001,0,1
46.001,2,1
46.867,0,1
49.867,2,1
50.714,0,1
53.714,2,1
54.101,1,1
57.101,2,1
57.451,1,1
60.451,1,1
61.154,3,1
64.154,0,1
64.554,1,1
67.554,1,1
68.002,0,1
0,2,2
0.39341,1,2
1.1021,3,2
4.1021,1,2
4.7974,3,2
5.1597,0,2
8.1597,1,2
8.5609,0,2
9.4341,2,2
12.434,3,2
12.791,0,2
13.292,1,2
16.292,2,2
16.734,1,2
17.16,0,2
20.16,3,2
20.961,1,2
21.434,0,2
24.434,2,2
24.912,3,2
25.382,0,2
28.382,3,2
28.664,0,2
29.458,2,2
32.458,3,2
33.343,1,2
33.793,0,2
36.793,2,2
37.554,0,2
38.015,1,2
41.015,0,2
41.471,1,2
41.764,2,2
44.764,1,2
45.61,3,2
45.966,0,2
48.966,1,2
49.376,0,2
50.301,2,2
53.301,0,2
53.612,3,2
53.983,2,2
56.983,2,2
57.455,1,2
57.745,0,2
60.745,2,2
61.072,1,2
61.931,3,2
64.931,2,2
65.342,1,2
65.637,0,2
68.637,1,2
69.461,3,2
69.835,0,2
72.835,2,2
73.168,1,2
73.985,3,2
76.985,2,2
77.611,0,2
77.886,1,2
0,0,3
0.34697,3,3
1.1225,1,3
1.5376,2,3
4.5376,2,3
5.4673,0,3
5.877,3,3
6.6507,1,3
9.6507,2,3
10.422,0,3
10.753,3,3
11.452,1,3
14.452,2,3
14.802,1,3
15.67,3,3
16.009,0,3
19.009,1,3
19.522,0,3
19.831,3,3
20.182,2,3
23.182,2,3
24.103,0,3
24.604,1,3
25.292,3,3
28.292,0,3
28.66,1,3
29.568,3,3
29.785,2,3
32.785,1,3
33.172,0,3
34.038,2,3
34.534,3,3
37.534,0,3
38.299,2,3
38.691,1,3
39.62,3,3
42.62,3,3
42.867,0,3
43.631,2,3
44.012,1,3
47.012,1,3
47.872,3,3
48.261,0,3
48.93,2,3
51.93,2,3
52.32,1,3
52.761,0,3
53.15,3,3
56.15,0,3
56.572,3,3
56.995,2,3
57.395,1,3
60.395,3,3
61.255,1,3
61.635,2,3
62.486,0,3
65.486,3,3
65.85,2,3
66.786,0,3
67.156,1,3
70.156,3,3
70.564,0,3
71.015,1,3
71.274,2,3
74.274,3,3
74.815,2,3
75.544,0,3
75.802,1,3
78.802,3,3
79.591,1,3
80.026,2,3
80.739,0,3
83.739,1,3
84.269,0,3
84.895,2,3
85.325,3,3
88.325,2,3
89.162,0,3
89.63,1,3
90.384,3,3
